0.000	0.000	0.000	0.000	0.000	0.000	-35.997	-26.995	0.133	0.267	0.044	
0.500	0.000	0.000	0.000	0.000	0.000	-35.931	-26.861	0.134	0.267	0.045	
1.000	0.000	0.000	0.000	0.000	0.000	-35.864	-26.728	0.134	0.267	0.045	
1.500	0.000	0.000	0.000	0.000	0.000	-35.796	-26.594	0.135	0.268	0.045	
2.000	0.000	0.000	0.000	0.000	0.000	-35.729	-26.460	0.135	0.268	0.045	
2.500	0.000	0.000	0.000	0.000	0.000	-35.661	-26.326	0.135	0.268	0.045	
3.000	0.000	0.000	0.000	0.000	0.000	-35.594	-26.192	0.136	0.268	0.045	
3.500	0.000	0.000	0.000	0.000	0.000	-35.526	-26.058	0.136	0.269	0.045	
4.000	0.000	0.000	0.000	0.000	0.000	-35.458	-25.923	0.137	0.269	0.045	
4.500	0.000	0.000	0.000	0.000	0.000	-35.389	-25.789	0.137	0.269	0.045	
5.000	0.000	0.000	0.000	0.000	0.000	-35.320	-25.654	0.137	0.270	0.045	
5.500	0.000	0.000	0.000	0.000	0.000	-35.252	-25.519	0.138	0.270	0.045	
6.000	0.000	0.000	0.000	0.000	0.000	-35.183	-25.384	0.138	0.270	0.045	
6.500	0.000	0.000	0.000	0.000	0.000	-35.113	-25.249	0.139	0.271	0.045	
7.000	0.000	0.000	0.000	0.000	0.000	-35.044	-25.113	0.139	0.271	0.045	
7.500	0.000	0.000	0.000	0.000	0.000	-34.974	-24.978	0.140	0.271	0.045	
8.000	0.000	0.000	0.000	0.000	0.000	-34.904	-24.842	0.140	0.272	0.046	
8.500	0.000	0.000	0.000	0.000	0.000	-34.834	-24.706	0.140	0.272	0.046	
9.000	0.000	0.000	0.000	0.000	0.000	-34.764	-24.570	0.141	0.272	0.046	
9.500	0.000	0.000	0.000	0.000	0.000	-34.693	-24.434	0.141	0.273	0.046	
10.000	0.000	0.000	0.000	0.000	0.000	-34.622	-24.297	0.142	0.273	0.046	
10.500	0.000	0.000	0.000	0.000	0.000	-34.551	-24.161	0.142	0.273	0.046	
11.000	0.000	0.000	0.000	0.000	0.000	-34.480	-24.024	0.143	0.273	0.046	
11.500	0.000	0.000	0.000	0.000	0.000	-34.409	-23.887	0.143	0.274	0.046	
12.000	0.000	0.000	0.000	0.000	0.000	-34.337	-23.750	0.144	0.274	0.046	
12.500	0.000	0.000	0.000	0.000	0.000	-34.265	-23.613	0.144	0.274	0.046	
13.000	0.000	0.000	0.000	0.000	0.000	-34.193	-23.476	0.145	0.275	0.046	
13.500	0.000	0.000	0.000	0.000	0.000	-34.120	-23.339	0.145	0.275	0.046	
14.000	0.000	0.000	0.000	0.000	0.000	-34.048	-23.201	0.146	0.275	0.046	
14.500	0.000	0.000	0.000	0.000	0.000	-33.975	-23.063	0.146	0.276	0.047	
15.000	0.000	0.000	0.000	0.000	0.000	-33.901	-22.925	0.147	0.276	0.047	
15.500	0.000	0.000	0.000	0.000	0.000	-33.828	-22.787	0.147	0.276	0.047	
