 t x0 y0 x1 y1
0 0.0 9.999822224118502 0.026666192597649338 0.0001777758814983373 -0.026666192597649338
1 0.133422281521014 9.999466665402435 0.03999810366999078 0.0005333345975645728 -0.03999810366999078
2 0.266844563042028 9.998933308047473 0.05332859226892316 0.0010666919525277494 -0.05332859226892316
3 0.40026684456304207 9.998222127393731 0.06665718384990948 0.0017778726062705654 -0.06665718384990948
4 0.533689126084056 9.997333089919094 0.0799834035005359 0.002666910080909996 -0.0799834035005359
5 0.66711140760507 9.996266153230136 0.0933067758355271 0.0037338467698686444 -0.0933067758355271
6 0.8005336891260841 9.995021266050664 0.1066268248914897 0.004978733949342639 -0.1066268248914897
7 0.9339559706470981 9.993598368207834 0.11994307402132194 0.0064016317921734255 -0.11994307402132194
8 1.067378252168112 9.991997390615877 0.13325504578822742 0.00800260938413236 -0.13325504578822742
9 1.200800533689126 9.990218255257382 0.14656226185927015 0.009781744742628565 -0.14656226185927015
10 1.33422281521014 9.98826087516216 0.15986424289840787 0.01173912483785206 -0.15986424289840787
11 1.467645096731154 9.986125154383648 0.17316050845893977 0.013874845616365811 -0.17316050845893977
12 1.6010673782521683 9.983810987972854 0.18645057687530428 0.01618901202716187 -0.18645057687530428
13 1.7344896597731823 9.981318261949818 0.19973396515416172 0.018681738050198467 -0.19973396515416172
14 1.8679119412941962 9.978646853272581 0.21301018886469586 0.021353146727436507 -0.21301018886469586
15 2.0013342228152102 9.975796629803623 0.22627876202806751 0.024203370196395593 -0.22627876202806751
16 2.134756504336224 9.97276745027377 0.23953919700595253 0.027232549726251394 -0.23953919700595253
17 2.268178785857238 9.969559164243526 0.2527910043880951 0.030440835756497857 -0.2527910043880951
18 2.401601067378252 9.966171612061826 0.2660336928788066 0.03382838793819951 -0.2660336928788066
19 2.535023348899266 9.962604624822166 0.2792667691823386 0.03739537517786091 -0.2792667691823386
20 2.66844563042028 9.958858024316086 0.29248973788705757 0.04114197568394194 -0.29248973788705757
21 2.801867911941294 9.95493162298398 0.3057021013483478 0.04506837701604979 -0.3057021013483478
22 2.935290193462308 9.95082522386319 0.3189033595701665 0.04917477613683988 -0.3189033595701665
23 3.068712474983322 9.946538620533369 0.3320930100851748 0.05346137946666036 -0.3320930100851748
24 3.2021347565043365 9.942071597059053 0.3452705478333653 0.057928402940976426 -0.3452705478333653
25 3.3355570380253505 9.937423927929418 0.35843546503910695 0.06257607207061287 -0.35843546503910695
26 3.4689793195463645 9.932595377995176 0.3715872510865235 0.0674046220048552 -0.3715872510865235
27 3.6024016010673785 9.92758570240258 0.3847253923931228 0.07241429759745184 -0.3847253923931228
28 3.7358238825883925 9.92239464652447 0.3978493722815894 0.0776053534755621 -0.3978493722815894
29 3.8692461641094065 9.917021945888337 0.4109586708496525 0.08297805411169659 -0.4109586708496525
30 4.0026684456304205 9.911467326101334 0.4240527648379383 0.08853267389869925 -0.4240527648379383
31 4.136090727151434 9.905730502772212 0.4371311274957134 0.09426949722782234 -0.4371311274957134
32 4.269513008672448 9.899811181430087 0.4501932284444231 0.10018881856994821 -0.4501932284444231
33 4.402935290193462 9.893709057440022 0.46323853353892597 0.10629094256001394 -0.46323853353892597
34 4.536357571714476 9.887423815915339 0.4762665047263236 0.11257618408469765 -0.4762665047263236
35 4.66977985323549 9.88095513162661 0.48927659990228034 0.11904486837342783 -0.48927659990228034
36 4.803202134756504 9.87430266890726 0.5022682727647257 0.12569733109277956 -0.5022682727647257
37 4.936624416277518 9.867466081555717 0.5152409726648283 0.13253391844432444 -0.5152409726648283
38 5.070046697798532 9.86044501273404 0.5281941444551262 0.13955498726600377 -0.5281941444551262
39 5.203468979319546 9.853239094862948 0.5411272283346973 0.1467609051370975 -0.5411272283346973
40 5.33689126084056 9.845847949513184 0.5540396596912447 0.1541520504868645 -0.5540396596912447
41 5.470313542361574 9.838271187293119 0.566930868939974 0.16172881270693282 -0.566930868939974
42 5.603735823882588 9.830508407732532 0.57980028135913 0.16949159226752156 -0.57980028135913
43 5.737158105403602 9.822559199162477 0.5926473169220587 0.17744080083758013 -0.5926473169220587
44 5.870580386924616 9.814423138591128 0.605471390125656 0.18557686140893298 -0.605471390125656
45 6.00400266844563 9.806099791575543 0.6182719098150565 0.19390020842452244 -0.6182719098150565
46 6.137424949966644 9.797588712089224 0.6310482790044158 0.2024112879108455 -0.6310482790044158
47 6.270847231487658 9.78888944238539 0.6437998946936284 0.21111055761468442 -0.6437998946936284
48 6.404269513008673 9.780001512855844 0.6565261476808226 0.21999848714423464 -0.6565261476808226
49 6.537691794529687 9.770924441885343 0.6692264223704657 0.2290755581147384 -0.6692264223704657
50 6.671114076050701 9.76165773570135 0.6819000965769052 0.2383422642987357 -0.6819000965769052
51 6.804536357571715 9.75220088821904 0.6945465413231688 0.24779911178104963 -0.6945465413231688
52 6.937958639092729 9.742553380881466 0.7071651206348355 0.257446619118627 -0.7071651206348355
53 7.071380920613743 9.732714682494736 0.7197551913287846 0.26728531750536033 -0.7197551913287846
54 7.204803202134757 9.722684249058076 0.7323161027966227 0.27731575094202243 -0.7323161027966227
55 7.338225483655771 9.712461523588653 0.7448471967825784 0.287538476411449 -0.7448471967825784
56 7.471647765176785 9.702045935940992 0.7573478071556482 0.2979540640591114 -0.7573478071556482
57 7.605070046697799 9.691436902620879 0.7698172596757681 0.3085630973792266 -0.7698172596757681
58 7.738492328218813 9.680633826593551 0.7822548717537743 0.3193661734065565 -0.7822548717537743
59 7.871914609739827 9.669636097086054 0.7946599522049095 0.33036390291405615 -0.7946599522049095
